publicationid,pubtypeid,year,citation,articletitle,journal,volume,issue,pages,citationnumber,doi,booktitle,numvolumes,edition,volumetitle,seriestitle,seriesvolume,publisher,url,city,state,country,originallanguage,notes,recdatecreated,recdatemodified
3308,0,1977,"Smith, C. S. 1977. The Talking Crow site, a multi-component earthlodge village in the Big Bend Region, South Dakota. University of Kansas, Publications in Anthropology 9.",,,,,,,,,,,,,,,,,,,,,2013-09-30 14:02:54,2013-09-30 14:02:54
3309,0,1988,"Smith, C. S., and S. D. Creasman. 1988. The Taliaferro site: 5000 years of prehistory in southwest Wyoming. Bureau of Land Management Cultural Resource Series 6.",,,,,,,,,,,,,,,,,,,,,2013-09-30 14:02:54,2013-09-30 14:02:54
3310,0,1968,"Smith, C. S., and A. E. Johnson. 1968. The Two Teeth site. Smithsonian Institution River Basin Survey, Report in Salvage Archaeology 2.",,,,,,,,,,,,,,,,,,,,,2013-09-30 14:02:54,2013-09-30 14:02:54
3311,0,1990,"Smith, C. S., and L. M. McNees. 1990. Rattlesnake Pass site: a Folsom occupation in south-central Wyoming. Plains Anthropologist 35:273-290.",,,,,,,,,,,,,,,,,,,,,2013-09-30 14:02:54,2013-09-30 14:02:54
3312,0,1958,"Smith, C. S., and R. T. Grange. 1958. The Spain site (39LM301), a winter village in Fort Randall Reservoir, South Dakota. Smithsonian Institution, Bulletin of American Ethnology 169:81-128.",,,,,,,,,,,,,,,,,,,,,2013-09-30 14:02:54,2013-09-30 14:02:54
3313,0,1972,"Smith, G. H. 1972. Like-A-Fishhook village and Fort Berthold Garrison Reservoir, North Dakota. National Park Service Anthropological Paper 2:1-196.",,,,,,,,,,,,,,,,,,,,,2013-09-30 14:02:54,2013-09-30 14:02:54
3314,0,1972,"Smith, J. H. 1972. Faunal remains from the Evans Mound site. Pages 220-233 in The Evans site (M. S. Berry, editor), University of Utah, Department of Anthropology, Special Report, Salt Lake City.",,,,,,,,,,,,,,,,,,,,,2013-09-30 14:02:54,2013-09-30 14:02:54
3315,0,1992,"Smith, K. S. 1992. A Holocene mammalian fauna from Box Elder Creek, Caddo County, Oklahoma. Proceedings of the Oklahoma Academy of Science 72:39-44.",,,,,,,,,,,,,,,,,,,,,2013-09-30 14:02:54,2013-09-30 14:02:54
3316,0,1981,"Smith, R. O., C. O. Bradley, N. T. Borremans, and E. J. Reitz. 1981. Coastal adaptations in southeast Georgia: ten archaeological sites at Kings Bay. Ms. on file, University of Florida, Department of Anthropology, Gainsville.",,,,,,,,,,,,,,,,,,,,,2013-09-30 14:02:54,2013-09-30 14:02:54
3317,0,1983,"Smith, S. D. 1983. Excavations of a mid-nineteenth century trash pit, Wynnewood State Historical site, Summer County, Tennessee. Tennessee Anthropologist 8(2):133-181.",,,,,,,,,,,,,,,,,,,,,2013-09-30 14:02:54,2013-09-30 14:02:54
3318,0,1970,"Smith, S. K. 1970. A preliminary report on the Dead Indian site, 48PA551. Wyoming Archaeologist 13:25-32.",,,,,,,,,,,,,,,,,,,,,2013-09-30 14:02:54,2013-09-30 14:02:54
3319,0,1934,"Smith, V. J. 1934. Hord Rockshelter. Texas Archeological and Paleontological Society 6:97-106.",,,,,,,,,,,,,,,,,,,,,2013-09-30 14:02:54,2013-09-30 14:02:54
3320,0,1986,"Snyder, L. M. 1986. Vertebrate faunal remains. Pages 106-121 in The Chapman site, a terminal Archaic settlement in the middle Cumberland River drainage of Tennessee (C. Bentz, editor), Tennessee Anthropological Association Miscellaneous Paper 11.",,,,,,,,,,,,,,,,,,,,,2013-09-30 14:02:54,2013-09-30 14:02:54
3321,0,1983,"Snyder, L. M. and J. R. Bozell. 1983. Identification and analysis of vertebrate faunal remains recovered from the Logan Creek site (25BT3), Burt County, Nebraska. University of Nebraska, Division of Archaeological Research, Department of Anthropology Tech Report 83-03.",,,,,,,,,,,,,,,,,,,,,2013-09-30 14:02:54,2013-09-30 14:02:54
3322,0,1981,"Snyder, S. L. 1981. Medicine Creek: pre-and post-Mazama occupation in the Cascades. Tebiwa 23:1-8.",,,,,,,,,,,,,,,,,,,,,2013-09-30 14:02:54,2013-09-30 14:02:54
3323,1,1974,"Sorrell, R.D. 1974. The Elliott site (14GE312): results of advanced analysis. Transactions of the Kansas Academy of Science 77(3):173-185.",The Elliott site (14GE312): results of advanced analysis,Transactions of the Kansas Academy of Science,77,3,173-185,,,,,,,,,,,,,,,,2013-09-30 14:02:54,2014-03-14 18:28:00
3324,0,1985,"Spargo, L. 1985. Oneota subsistence strategy in northwest Iowa. Ms. on file, Iowa State Archaeology, Iowa City.",,,,,,,,,,,,,,,,,,,,,2013-09-30 14:02:54,2013-09-30 14:02:54
3325,3,1956,"Spaulding, A.C. 1956. The Arzberger site, Hughes County, South Dakota. Occassional Contributions 16. Museum of Anthropology, University of Michigan, Ann Arbor, Michigan, USA.",,,,,,,,"The Arzberger site, Hughes County, South Dakota",,,,Occassional Contributions,16,"Museum of Anthropology, University of Michigan",,Ann Arbor,Michigan,USA,,,2013-09-30 14:02:54,2019-01-19 22:38:29
3326,0,1978,"Speer, R. D. 1978. Bison remains from the Rex Rodgers site. Pages 113-127 in Bison procurement and utilization: a symposium (L. B. Davis and M. Wilson, editors), Plains Anthropologist Memoir 14.",,,,,,,,,,,,,,,,,,,,,2013-09-30 14:02:54,2013-09-30 14:02:54
3327,0,1968,"Sperry, J. E. 1968. The Shermer site, 32EM10. Plains Anthropologist Memoir 5.",,,,,,,,,,,,,,,,,,,,,2013-09-30 14:02:54,2013-09-30 14:02:54
3328,0,1982,"Spiess, A. E. 1982. Faunal report for the Molls Rock site, New Hampshire. Man in the Northeast 24:133-134.",,,,,,,,,,,,,,,,,,,,,2013-09-30 14:02:54,2013-09-30 14:02:54
3329,0,1983,"Spiess, A. E., B. J. Bourque, and R. M. Gramly. 1983. Early and Middle Archaic site distribution in western Maine. North American Archaeologist 4(3):225-244.",,,,,,,,,,,,,,,,,,,,,2013-09-30 14:02:54,2013-09-30 14:02:54
3330,0,1984,"Spiess, A. E., M. L. Curran, and J. R. Grimes. 1984. Caribou (Rangifer tarandus l.) bones from New England Paleoindian sites. North American Archaeologist 6(2):145-159.",,,,,,,,,,,,,,,,,,,,,2013-09-30 14:02:54,2013-09-30 14:02:54
3331,0,1980,"Springer, J. W. 1980. An analysis of prehistoric food remains from the Bruly St. Martin site, Louisiana, with a comparative discussion of Mississippi Valley faunal studies. Midcontinental Journal of Archaeology 5(2):193-224.",,,,,,,,,,,,,,,,,,,,,2013-09-30 14:02:54,2013-09-30 14:02:54
3332,0,1981,"Springer, J.W., and R.C. Flemal. 1981. Paleontological and geological results from two fossil proboscidean finds in northern Illinois. Transactions of the Illinois Academy of Science 74(3-4):87-99..",Paleontological and geological results from two fossil proboscidean finds in northern Illinois. Transactions of the Illinois Academy of Science 74(3-4):87-99.,,,,,,,,,,,,,,,,,,,,2013-09-30 14:02:54,2018-09-12 16:16:15
3333,0,1986,"Staats, F. D. 1986. Salvage of the Gray site, Warren County, New Jersey. Pennsylvania Archaeologist 56(3-4):25-34.",,,,,,,,,,,,,,,,,,,,,2013-09-30 14:02:54,2013-09-30 14:02:54
3334,0,1965,"Stackhous, E. J. 1965. Gromiller Cave. Pennsylvania Archaeologist 35(3-4):105-117.",,,,,,,,,,,,,,,,,,,,,2013-09-30 14:02:54,2013-09-30 14:02:54
3335,0,1962,"Stackhous, E. J., and M. W. Corl. 1962. Discovery of Sheeprock Shelter. Pennsylvania Archaeologist 32(1):1-13.",,,,,,,,,,,,,,,,,,,,,2013-09-30 14:02:54,2013-09-30 14:02:54
3336,0,1985,"Stafford, B. D., and M. B. Sant. 1985. Smiling Dan: structure and function at a middle Woodland settlement in the Illinois Valley. Kampsville Archeological Center, Center for American Archeology Research Series 2.",,,,,,,,,,,,,,,,,,,,,2013-09-30 14:02:54,2013-09-30 14:02:54
3337,0,1985,"Stafford, C. R. 1985. The Campbell Hollow Archaic occupations: a study of intrasite spatial structure in the lower Illinois Valley. Kampsville Archeological Center, Center for American Archeology Research Series 4.",,,,,,,,,,,,,,,,,,,,,2013-09-30 14:02:54,2013-09-30 14:02:54
3338,0,1991,"Stafford, T. W., Jr., P. E. Hare, L. Currie, A. J. T. Jull, and D. J. Donahue. 1991. Accelerator radiocarbon dating at the molecular level. Journal of Archaeological Science 18:35-72.",,,,,,,,,,,,,,,,,,,,,2013-09-30 14:02:54,2013-09-30 14:02:54
3339,0,1987,"Stafford, T. W., Jr., A. J. T. Jull, K. Brendel, R. C. Duhamel, and D. Donahue. 1987. Study of bone radiocarbon dating accuracy at the University of Arizona NSF accelerator facility for radioisotopic analysis. Radiocarbon 29(1):24-44.",,,,,,,,,,,,,,,,,,,,,2013-09-30 14:02:54,2013-09-30 14:02:54
3372,0,1971,"Straffin, D. 1971. The Kingston Oneota site. University of Iowa, Office of the State Archaeologist, Report 2.",,,,,,,,,,,,,,,,,,,,,2013-09-30 14:02:54,2013-09-30 14:02:54
3340,0,1990,"Stafford, T. W., and H. A. Semken. 1990. Accelerator 14C dating of two micromammal species representative of the late Pleistocene disharmonious fauna from Peccary Cave, Newton County, Arkansas. Current Research in the Pleistocene 7:129-132.",,,,,,,,,,,,,,,,,,,,,2013-09-30 14:02:54,2013-09-30 14:02:54
3341,0,1985,"Stahl, A. B. 1985. The Dohack site. University of Illinois Press, American Bottom Archaeology FAI-270 Site Report 12.",,,,,,,,,,,,,,,,,,,,,2013-09-30 14:02:54,2013-09-30 14:02:54
3342,0,1974,"Stanford, D. J. 1974. Preliminary report of the excavation of the Jones-Miller Hell Gap site, Yuma County, Colorado. Southwestern Lore 40(3&4):29-37.",,,,,,,,,,,,,,,,,,,,,2013-09-30 14:02:54,2013-09-30 14:02:54
3343,0,1979,"Stanford, D. J. 1979. The Selby and Dutton sites: evidence for a possible pre-Clovis occupation on the High Plains. Pages 101-123 in Pre-Llano cultures of the Americas: pardoxes and possibilities (L. Humphrey and D. Stanford, editors), Washington Anthropological Society, Washington, D.C.",,,,,,,,,,,,,,,,,,,,,2013-09-30 14:02:54,2013-09-30 14:02:54
3344,2,1983,"Stanford, D.J. 1983. Pre-Clovis occupation south of the ice sheets. Pages 65-72 in R. Shutler, Jr., editor. Early man in the New World. Sage Publications, Beverly Hills, California, USA.",Pre-Clovis occupation south of the ice sheets,,,,65-72,,,Early man in the New World,,,,,,Sage Publications,,Beverly Hills,California,USA,,,2013-09-30 14:02:54,2020-07-03 04:50:51
3345,0,1975,"Stanford, D. J., and J. Albanese. 1975. Preliminary results of the Smithsonian Institution excavation at the Claypool site, Washington County, Colorado. Southwestern Lore 41(4):22-28.",,,,,,,,,,,,,,,,,,,,,2013-09-30 14:02:54,2013-09-30 14:02:54
3346,0,1985,"Stanford, D. J., and R. W. Graham. 1985. Archeological investigations of the Selby and Dutton mammoth kill sites, Yuma County, Colorado. National Geographic Society Research Report 19:519-541.",,,,,,,,,,,,,,,,,,,,,2013-09-30 14:02:54,2013-09-30 14:02:54
3347,1,1981,"Stanford, D.J., W.R. Wedel, and G.R. Scott. 1981. Archeological investigations of the Lamb Spring site. Southwestern Lore 47(1):14-27.",Archeological investigations of the Lamb Spring site,Southwestern Lore,47,1,14-27,,,,,,,,,,,,,,,,2013-09-30 14:02:54,2020-07-03 05:10:21
3348,0,1945,"Stauffer, C. R. 1945. Some Pleistocene mammalian inhabitants of Minnesota. Proceedings of the Minnesota Academy of Science 13:20-42. [actual publication date 1948 or later]",,,,,,,,,,,,,,,,,,,,,2013-09-30 14:02:54,2013-09-30 14:02:54
3349,2,1988,"Steadman, D.W. 1988. Vertebrates from the late Quaternary Hiscock site, Genesee County, New York. Pages 95-113 in R.S. Laub, N.G. Miller, and D.W. Steadman, editors. Late Pleistocene and early Holocene paleoecology and archeology of the eastern Great Lakes region. Bulletin of the Buffalo Society of Natural Sciences 33. Buffalo, New York, USA.","Vertebrates from the late Quaternary Hiscock site, Genesee County, New York",,,,95-113,,,Late Pleistocene and early Holocene paleoecology and archeology of the eastern Great Lakes region,,,,Bulletin of the Buffalo Society of Natural Sciences,33,,,Buffalo,New York,USA,,,2013-09-30 14:02:54,2019-01-13 05:28:27
3350,0,1985,"Steele, D. G., and E. R. Mokry, Jr. 1985. Archeological investigations of seven prehistoric sites along Oso Creek, Nueces County, Texas. Bulletin of the Texas Archeological Society 54:287-308.",,,,,,,,,,,,,,,,,,,,,2013-09-30 14:02:54,2013-09-30 14:02:54
3351,0,1963,"Stein, W. T. 1963. Mammal remains from archeological sites in the Point of Pines region, Arizona. American Antiquity 29(2):213-220.",,,,,,,,,,,,,,,,,,,,,2013-09-30 14:02:54,2013-09-30 14:02:54
3352,0,1964,"Steller, D. L. 1964. Pleistocene Equus sp. from Sandusky County, Ohio. Ohio Journal of Science 64(6):423-427.",,,,,,,,,,,,,,,,,,,,,2013-09-30 14:02:54,2013-09-30 14:02:54
3353,0,1974,"Stephens, D. 1974. Excavations at the Stoner and Lowe sites. Illinois State Museum, Anthropological Research Series 2.",,,,,,,,,,,,,,,,,,,,,2013-09-30 14:02:54,2013-09-30 14:02:54
3354,0,1969,"Stephenson, R. L. 1969. Blue Blanket Island (39WW9) a historic contact site in the Oahe Reservoir near Mobridge, South Dakota. Plains Anthropologist 14:1-31.",,,,,,,,,,,,,,,,,,,,,2013-09-30 14:02:54,2013-09-30 14:02:54
3355,0,1971,"Stephenson, R. L. 1971. The Potts Village site (39CO19) Oahe Reservoir, north central South Dakota. Mississippi Archaeology 33:1-140.",,,,,,,,,,,,,,,,,,,,,2013-09-30 14:02:54,2013-09-30 14:02:54
3356,0,1975,"Stevens, D. E., and G. A. Agogino. 1975. In Sandia Cave: a study in controversy. Eastern New Mexico University, Contributions in Anthropology Vol. 7.",,,,,,,,,,,,,,,,,,,,,2013-09-30 14:02:54,2013-09-30 14:02:54
3357,0,1979,"Stevens, T. 1979. The Wade site (44HA34): a flood-damaged Woodland site. Quarterly Bulletin of the Archaeological Society of Virginia 33(4):148-159.",,,,,,,,,,,,,,,,,,,,,2013-09-30 14:02:54,2013-09-30 14:02:54
3358,0,1978,"Stewart, J. D. 1978. Mammals of the Trapshoot local fauna, late Pleistocene of Brooks County, Kansas. Proceedings of the Nebraska Academy of Sciences, Abstracts, 88th Annual Meeting.",,,,,,,,,,,,,,,,,,,,,2013-09-30 14:02:54,2013-09-30 14:02:54
3359,0,1987,"Stewart, J. D. 1987. Prehistoric and historic cultural resources of selected sites at Harlan County Lake, Harlan County, Nebraska. U.S. Army Corps of Engineers, Final Report, Kansas City.",,,,,,,,,,,,,,,,,,,,,2013-09-30 14:02:54,2013-09-30 14:02:54
3360,0,1983,"Stewart, J. D., and R. A. Rogers. 1983. Analysis of pollen from the Trapshoot local fauna quarry (Rancholabrean) of Kansas. American Midland Naturalist 198-200.",,,,,,,,,,,,,,,,,,,,,2013-09-30 14:02:54,2013-09-30 14:02:54
3361,0,1979,"Stewart, M. C. 1979. Subsistence in the St. Johns regions in the Alderman site. Florida Anthropologist 32(2):52-74.",,,,,,,,,,,,,,,,,,,,,2013-09-30 14:02:54,2013-09-30 14:02:54
3362,0,1985,"Stewart, M. C. 1985. A partial archaeological survey of the William Beardall Tosohatchee preserve. Florida Anthropologist 38(4):253-260.",,,,,,,,,,,,,,,,,,,,,2013-09-30 14:02:54,2013-09-30 14:02:54
3363,0,1969,"Stock, A. D., and W. L. Stokes. 1969. A re-evaluation of Pleistocene bighorn sheep from the Great Basin and their relationship to living members of the genus Ovis. Journal of Mammalogy 50:805-807.",,,,,,,,,,,,,,,,,,,,,2013-09-30 14:02:54,2013-09-30 14:02:54
3364,0,1918,"Stock, C. 1918. The Pleistocene fauna of Hawver Cave. University of California Publications, Bulletin of the Department of Geology 10(24):462-515.",,,,,,,,,,,,,,,,,,,,,2013-09-30 14:02:54,2013-09-30 14:02:54
3365,0,1932,"Stock, C. 1932. A further study of the Quaternary antelopes of Shelter Cave, New Mexico. Los Angeles Museum Publications 3.",,,,,,,,,,,,,,,,,,,,,2013-09-30 14:02:54,2013-09-30 14:02:54
3366,0,1961,"Stokes, W. M. L., and K. C. Condie. 1961. Pleistocene bighorn sheep from the Great Basin. Journal of Paleontology 35(3):598-609.",,,,,,,,,,,,,,,,,,,,,2013-09-30 14:02:54,2013-09-30 14:02:54
3367,0,1973,"Stoltman, J. B. 1973. The Overhead site (47LC20), an Orr phase site near La Crosse, Wisconsin. Wisconsin Archeologist 54(1):2-35.",,,,,,,,,,,,,,,,,,,,,2013-09-30 14:02:54,2013-09-30 14:02:54
3368,0,1974,"Stoltman, J. B. 1974. Groton Plantation: an archeological study of a South Carolina locality. Peabody Museum Monographs 1.",,,,,,,,,,,,,,,,,,,,,2013-09-30 14:02:54,2013-09-30 14:02:54
3369,0,1966,"Story, D. A., and V. M. Bryant. 1966. A preliminary study of the paleoecology of the Amistad Reservoir area. Final Report to the National Science Foundation, Washington, D.C.",,,,,,,,,,,,,,,,,,,,,2013-09-30 14:02:54,2013-09-30 14:02:54
3370,0,1973,"Stoutamire, D. 1973. The Upper Sanger site (32OL12), North Dakota. Plains Anthropologist 18:239-252.",,,,,,,,,,,,,,,,,,,,,2013-09-30 14:02:54,2013-09-30 14:02:54
3371,0,1950,"Stovall, J. W., and W. N. McAnulty. 1950. The vertebrate fauna and geologic age of Trinity River terraces in Henderson County, Texas. American Midland Naturalist 44(1):211-250.",,,,,,,,,,,,,,,,,,,,,2013-09-30 14:02:54,2013-09-30 14:02:54
3373,0,1976,"Strode, C. W. 1976. Extinct moose of Fulton County. Fulton County, Illinois Historical and Genealogical Society Newsletter 7(3):1-2,8,14-15.",,,,,,,,,,,,,,,,,,,,,2013-09-30 14:02:54,2013-09-30 14:02:54
3374,0,1980,"Strohmeier, W. 1980. The Unami Creek Rockshelter. Pennsylvania Archaeologist 50(4):1-12.",,,,,,,,,,,,,,,,,,,,,2013-09-30 14:02:54,2013-09-30 14:02:54
3375,0,1968,"Struever, S. 1968. Woodland subsistence-settlement systems in the lower Illinois Valley. Pages 285-312 in New perspectives in archeology (S. R. Binford and L. R. Binford, editors), Aldine Publications Co., New York.",,,,,,,,,,,,,,,,,,,,,2013-09-30 14:02:54,2013-09-30 14:02:54
3376,1,1972,"Stuckenrath, R., and J.E. Mielke. 1972. Smithsonian Institution radiocarbon measurements VII. Radiocarbon 14(2):401-412. [DOI: 10.1017/S0033822200059452]",Smithsonian Institution radiocarbon measurements VII,Radiocarbon,14,2,401-412,,10.1017/S0033822200059452,,,,,,,,,,,,,,2013-09-30 14:02:54,2018-08-21 04:31:23
3377,0,n.d.,"Styles, B. W. n.d. Archaic faunal exploitation at the Napoleon Hollow site. Ms. on file, Illinois State Museum, Springfield.",,,,,,,,,,,,,,,,,,,,,2013-09-30 14:02:54,2013-09-30 14:02:54
3378,0,1981,"Styles, B. W. 1981. Faunal exploitation and resource selection. Northwestern University Archaeology Program, Scientific Papers 3.",,,,,,,,,,,,,,,,,,,,,2013-09-30 14:02:54,2013-09-30 14:02:54
3379,0,1984,"Styles, B. W., and J. R. Purdue. 1984. Faunal exploitation at the Cedar Grove site. Pages 211-226 in Cedar Grove (by N. L. Trubowitz), Arkansas Archeological Survey Research Series 23.",,,,,,,,,,,,,,,,,,,,,2013-09-30 14:02:54,2013-09-30 14:02:54
3380,0,1986,"Styles, B. W., and J. R. Purdue. 1986. Middle Woodland faunal exploitation. Pages 513-526 in Woodland period occupations of the Napoleon Hollow site in the lower Illinois Valley (M. D. Wiant and C. R. McGimsey, editors), Kampsville Archeological Center, Center for American Archeology Research Series 6.",,,,,,,,,,,,,,,,,,,,,2013-09-30 14:02:54,2013-09-30 14:02:54
3381,0,1992,"Styles, B. W., and J. R. Purdue. 1992. Animal exploitation by the Woodland inhabitants of the Burkemper site (23LN104), Lincoln County, Missouri. Illinois State Museum, Quaternary Studies Program, Technical Report, Springfield.",,,,,,,,,,,,,,,,,,,,,2013-09-30 14:02:54,2013-09-30 14:02:54
3382,0,1994,"Styles, B. W., and J. R. Purdue. 1994. Late Woodland faunal remains from Smiling Dan. Pages 133-147 in Central Illinois expressway archeology: upland occupations of the Illinois Valley crossing (B.D. Stafford, editor), Kampsville Archeological Center, Center for American Archeology Technical Report 5.",,,,,,,,,,,,,,,,,,,,,2013-09-30 14:02:54,2013-09-30 14:02:54
